,iid,partner,pid,gender,age,age_o,int_corr,samerace,date,exphappy,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr,sinc,intel,fun,amb,shar,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,goal_2.0,goal_3.0,goal_4.0,goal_5.0,goal_6.0,goal_nan
5139,347,8,368.0,0,347.0,347.0,0.52,0,6.0,5.0,8.0,6.0,10.0,10.0,10.0,6.0,7.0,7.0,7.0,7.0,6.0,30.0,5.0,10.0,20.0,30.0,5.0,20.0,10.0,25.0,20.0,10.0,15.0,0,0,0,1,0,0
5191,350,6,366.0,0,350.0,350.0,0.02,1,7.0,6.0,7.0,10.0,6.0,8.0,8.0,6.0,9.0,9.0,7.0,7.0,8.0,12.0,25.0,25.0,8.0,15.0,15.0,14.0,18.0,17.0,16.0,15.0,20.0,1,0,0,0,0,0
1236,88,13,106.0,0,88.0,88.0,0.18,0,4.0,5.0,9.0,9.0,9.0,9.0,9.0,2.0,10.0,10.0,2.0,2.0,3.0,15.0,15.0,20.0,15.0,20.0,15.0,10.0,20.0,35.0,10.0,5.0,20.0,0,0,0,0,0,0
6298,408,15,393.0,1,408.0,408.0,0.25,0,7.0,6.0,8.0,7.0,10.0,8.0,9.0,6.0,7.0,8.0,7.0,9.0,8.0,20.0,10.0,20.0,20.0,10.0,20.0,8.0,20.0,25.0,25.0,12.0,10.0,1,0,0,0,0,0
4978,336,5,326.0,1,336.0,336.0,0.6,0,5.0,4.0,5.0,9.0,7.0,7.0,9.0,4.0,8.0,7.0,8.0,7.0,6.0,20.0,15.0,30.0,10.0,15.0,10.0,15.0,15.0,15.0,20.0,20.0,15.0,0,0,0,0,0,0
4214,282,15,266.0,1,282.0,282.0,-0.05,0,4.0,5.0,7.0,9.0,9.0,7.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,25.0,15.0,20.0,20.0,10.0,10.0,25.0,20.0,20.0,25.0,0.0,10.0,0,0,0,0,0,0
1908,142,13,170.0,0,142.0,142.0,-0.27,0,5.0,7.0,9.0,9.0,9.0,10.0,7.0,4.0,7.0,7.0,9.0,8.0,7.0,14.29,14.29,21.43,21.43,19.05,9.52,16.28,20.93,18.6,18.6,13.95,11.63,0,0,0,0,0,0
7541,514,22,552.0,0,514.0,514.0,0.54,1,4.0,7.0,8.0,10.0,8.0,9.0,7.0,10.0,7.0,5.0,5.0,5.0,9.0,20.0,20.0,20.0,15.0,5.0,20.0,70.0,0.0,15.0,15.0,0.0,0.0,1,0,0,0,0,0
4583,303,6,313.0,0,303.0,303.0,0.19,1,5.0,6.0,8.0,10.0,9.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,7.0,20.0,25.0,25.0,10.0,15.0,5.0,19.0,13.0,18.0,18.0,10.0,22.0,0,0,1,0,0,0
1096,80,17,110.0,0,80.0,80.0,0.17,0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,10.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,15.0,15.0,5.0,25.0,0,0,0,0,0,0
5529,368,6,346.0,1,368.0,368.0,0.21,0,4.0,4.0,6.0,8.0,8.0,8.0,7.0,9.0,8.0,8.0,8.0,7.0,8.0,20.0,10.0,25.0,20.0,10.0,15.0,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,0,0,0,0,0,0
6757,449,4,433.0,1,449.0,449.0,0.44,1,3.0,5.0,7.0,10.0,10.0,10.0,8.0,4.0,9.0,8.0,10.0,6.0,6.0,55.0,2.0,1.0,40.0,1.0,1.0,20.0,20.0,20.0,20.0,10.0,10.0,0,0,0,0,0,0
1309,92,14,107.0,0,92.0,92.0,0.8,1,6.0,5.0,9.0,10.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,9.0,9.0,10.0,20.0,20.0,20.0,20.0,10.0,19.0,24.0,21.0,23.0,5.0,8.0,0,0,0,1,0,0
2086,153,15,172.0,0,153.0,153.0,0.29,0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,9.76,19.51,19.51,14.63,19.51,17.07,17.78,17.78,22.22,20.0,15.56,6.67,1,0,0,0,0,0
508,40,5,25.0,1,40.0,40.0,-0.12,0,7.0,3.0,3.0,10.0,8.0,9.0,5.0,8.0,10.0,9.0,9.0,8.0,4.0,25.0,20.0,25.0,20.0,10.0,0.0,20.0,20.0,15.0,15.0,15.0,15.0,1,0,0,0,0,0
1622,110,3,78.0,1,110.0,110.0,0.79,0,6.0,6.0,7.0,9.0,8.0,8.0,7.0,5.0,5.0,7.0,4.0,6.0,6.0,20.0,20.0,15.0,15.0,5.0,25.0,10.0,25.0,20.0,10.0,20.0,15.0,1,0,0,0,0,0
989,74,2,57.0,1,74.0,74.0,0.34,1,7.0,9.0,7.0,9.0,9.0,8.0,7.0,7.0,6.0,6.0,8.0,6.0,5.0,30.0,0.0,30.0,30.0,10.0,0.0,10.0,20.0,20.0,20.0,15.0,15.0,0,0,0,1,0,0
3646,255,14,286.0,0,255.0,255.0,-0.5,0,7.0,6.0,6.0,8.0,6.0,7.0,6.0,5.0,6.0,7.0,5.0,7.0,5.0,16.67,16.67,16.67,16.67,16.67,16.67,10.0,15.0,25.0,15.0,15.0,20.0,0,0,0,0,0,0
7600,517,15,545.0,0,517.0,517.0,-0.13,0,5.0,3.0,8.0,9.0,7.0,9.0,7.0,5.0,5.0,5.0,4.0,3.0,3.0,15.0,20.0,20.0,20.0,5.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,0,0,0,1,0,0
4822,320,7,300.0,1,320.0,320.0,0.64,1,5.0,6.0,8.0,8.0,9.0,9.0,7.0,9.0,4.0,5.0,2.0,2.0,6.0,20.0,16.0,16.0,16.0,16.0,16.0,15.0,20.0,25.0,15.0,15.0,10.0,0,0,1,0,0,0
6639,438,4,443.0,0,438.0,438.0,0.38,0,4.0,4.0,7.0,8.0,7.0,7.0,7.0,4.0,4.0,6.0,5.0,10.0,4.0,14.0,15.0,16.0,17.0,18.0,20.0,30.0,25.0,10.0,20.0,0.0,15.0,0,0,0,0,0,0
6105,398,2,380.0,1,398.0,398.0,-0.38,0,3.0,8.0,7.0,6.0,10.0,7.0,8.0,5.0,8.0,8.0,7.0,7.0,7.0,45.0,10.0,10.0,30.0,0.0,5.0,20.0,20.0,20.0,15.0,15.0,10.0,1,0,0,0,0,0
5217,351,14,374.0,0,351.0,351.0,0.25,1,5.0,8.0,8.0,10.0,7.0,8.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,15.0,15.0,30.0,15.0,15.0,10.0,50.0,10.0,10.0,10.0,5.0,15.0,1,0,0,0,0,0
3872,266,9,281.0,0,266.0,266.0,0.74,1,7.0,4.0,8.0,8.0,7.0,7.0,4.0,4.0,7.0,9.0,3.0,7.0,5.0,25.0,20.0,20.0,25.0,0.0,10.0,20.0,20.0,20.0,15.0,5.0,20.0,1,0,0,0,0,0
4028,273,18,269.0,1,273.0,273.0,0.43,1,5.0,5.0,7.0,10.0,5.0,7.0,7.0,9.0,9.0,8.0,5.0,6.0,7.0,30.0,25.0,18.0,18.0,4.0,5.0,20.0,10.0,30.0,15.0,15.0,10.0,1,0,0,0,0,0
4472,295,7,314.0,0,295.0,295.0,0.42,0,6.0,6.0,7.0,10.0,8.0,8.0,8.0,6.0,8.0,9.0,5.0,5.0,6.0,10.0,18.0,20.0,16.0,16.0,20.0,20.0,10.0,30.0,20.0,10.0,10.0,1,0,0,0,0,0
7197,487,7,472.0,1,487.0,487.0,0.04,0,5.0,5.0,7.0,9.0,6.0,8.0,5.0,7.0,5.0,7.0,5.0,5.0,3.0,25.0,26.0,15.0,10.0,9.0,15.0,10.0,25.0,25.0,20.0,10.0,10.0,0,0,0,0,0,0
2102,154,15,172.0,0,154.0,154.0,0.28,1,4.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,8.0,15.38,17.31,17.31,17.31,17.31,15.38,17.78,17.78,22.22,20.0,15.56,6.67,0,0,0,0,1,0
1747,122,2,113.0,1,122.0,122.0,0.08,0,3.0,6.0,7.0,10.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,40.0,15.0,10.0,20.0,5.0,10.0,15.0,15.0,25.0,25.0,15.0,5.0,0,0,0,0,0,0
7911,531,18,526.0,1,531.0,531.0,0.05,0,7.0,7.0,10.0,10.0,6.0,10.0,10.0,5.0,10.0,10.0,10.0,10.0,5.0,15.0,30.0,20.0,20.0,10.0,5.0,10.0,10.0,30.0,20.0,10.0,15.0,1,0,0,0,0,0
8156,542,21,529.0,1,542.0,542.0,0.0,1,5.0,8.0,8.0,9.0,8.0,8.0,9.0,1.0,6.0,5.0,4.0,3.0,5.0,25.0,15.0,20.0,20.0,10.0,10.0,10.0,25.0,25.0,10.0,10.0,20.0,1,0,0,0,0,0
5330,358,1,361.0,0,358.0,358.0,0.23,0,5.0,5.0,8.0,7.0,8.0,8.0,7.0,6.0,7.0,8.0,6.0,8.0,6.0,20.0,10.0,25.0,25.0,10.0,10.0,30.0,20.0,30.0,5.0,5.0,10.0,0,0,0,0,0,0
643,47,7,27.0,1,47.0,47.0,-0.28,0,6.0,8.0,8.0,7.0,9.0,9.0,3.0,7.0,5.0,6.0,6.0,4.0,5.0,20.0,20.0,25.0,25.0,5.0,5.0,17.0,10.0,18.0,20.0,25.0,10.0,0,0,0,0,0,0
5492,366,9,349.0,1,366.0,366.0,0.37,1,4.0,5.0,6.0,8.0,9.0,8.0,10.0,9.0,10.0,8.0,9.0,8.0,9.0,14.0,18.0,17.0,16.0,15.0,20.0,25.0,20.0,10.0,20.0,20.0,5.0,0,0,0,0,0,0
2616,194,9,222.0,0,194.0,194.0,-0.23,1,3.0,7.0,9.0,10.0,8.0,10.0,10.0,3.0,10.0,9.0,6.0,8.0,5.0,16.0,16.0,20.0,16.0,18.0,14.0,9.52,19.05,23.81,19.05,4.76,23.81,0,1,0,0,0,0
6011,393,2,398.0,0,393.0,393.0,0.36,1,7.0,6.0,7.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,6.0,6.0,8.0,20.0,25.0,25.0,12.0,10.0,45.0,10.0,10.0,30.0,0.0,5.0,0,0,0,0,0,0
6550,431,13,452.0,0,431.0,431.0,-0.2,1,7.0,7.0,7.0,10.0,7.0,9.0,10.0,7.0,7.0,8.0,8.0,8.0,3.0,15.0,15.0,25.0,15.0,15.0,15.0,35.0,30.0,25.0,5.0,0.0,5.0,1,0,0,0,0,0
388,32,13,52.0,0,32.0,32.0,0.17,0,4.0,3.0,7.0,5.0,9.0,9.0,7.0,4.0,7.0,6.0,6.0,9.0,4.0,50.0,0.0,50.0,0.0,0.0,0.0,15.0,20.0,15.0,30.0,5.0,15.0,0,0,0,0,0,0
6750,448,7,436.0,1,448.0,448.0,0.0,1,2.0,3.0,8.0,9.0,8.0,9.0,10.0,8.0,6.0,7.0,8.0,8.0,7.0,25.0,15.0,25.0,25.0,5.0,5.0,28.0,8.0,17.0,22.0,17.0,8.0,0,0,0,0,0,0
4404,291,16,267.0,1,291.0,291.0,-0.12,1,3.0,6.0,6.0,9.0,7.0,9.0,9.0,6.0,9.0,8.0,7.0,6.0,6.0,20.0,20.0,15.0,15.0,12.0,18.0,20.0,30.0,10.0,15.0,10.0,15.0,0,0,0,0,0,0
4568,302,5,312.0,0,302.0,302.0,-0.13,1,3.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,50.0,5.0,20.0,10.0,5.0,10.0,25.0,5.0,30.0,15.0,5.0,20.0,1,0,0,0,0,0
7888,530,17,547.0,0,530.0,530.0,0.1,0,7.0,8.0,3.0,9.0,9.0,9.0,7.0,7.0,8.0,6.0,6.0,7.0,5.0,20.0,20.0,10.0,15.0,5.0,30.0,25.0,20.0,20.0,20.0,0.0,15.0,1,0,0,0,0,0
6380,413,7,385.0,1,413.0,413.0,-0.14,1,5.0,8.0,7.0,9.0,7.0,8.0,6.0,8.0,8.0,7.0,7.0,6.0,6.0,10.0,10.0,30.0,30.0,5.0,15.0,25.0,20.0,20.0,20.0,10.0,5.0,0,0,0,0,0,0
3752,260,15,287.0,0,260.0,260.0,0.31,1,7.0,6.0,6.0,9.0,7.0,9.0,6.0,5.0,6.0,6.0,7.0,10.0,5.0,19.0,20.0,19.0,14.0,13.0,15.0,35.0,40.0,5.0,5.0,7.0,8.0,1,0,0,0,0,0
5417,362,14,354.0,1,362.0,362.0,-0.03,1,4.0,9.0,7.0,7.0,9.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,20.51,14.53,24.79,17.09,5.98,17.09,20.0,10.0,20.0,20.0,20.0,10.0,0,0,0,0,0,0
6415,415,6,384.0,1,415.0,415.0,0.49,1,4.0,4.0,7.0,8.0,4.0,10.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,20.0,40.0,10.0,10.0,10.0,20.0,20.0,20.0,20.0,20.0,0.0,0,0,0,0,0,0
1136,83,3,96.0,0,83.0,83.0,0.32,1,6.0,6.0,5.0,9.0,9.0,5.0,5.0,4.0,8.0,8.0,5.0,7.0,6.0,10.0,32.0,20.0,12.0,11.0,15.0,10.0,20.0,20.0,22.0,6.0,22.0,1,0,0,0,0,0
472,38,1,40.0,0,38.0,38.0,-0.15,0,4.0,2.0,8.0,2.0,7.0,8.0,8.0,2.0,8.0,10.0,3.0,10.0,3.0,50.0,10.0,20.0,10.0,10.0,0.0,25.0,20.0,25.0,20.0,10.0,0.0,0,0,0,0,0,0
6776,451,3,432.0,1,451.0,451.0,0.24,0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,7.0,6.0,6.0,5.0,5.0,4.0,20.0,40.0,5.0,20.0,5.0,10.0,15.0,30.0,30.0,10.0,10.0,5.0,1,0,0,0,0,0
3688,257,14,286.0,0,257.0,257.0,0.42,1,5.0,3.0,7.0,9.0,7.0,9.0,10.0,3.0,5.0,6.0,5.0,7.0,6.0,22.0,14.0,30.0,10.0,14.0,10.0,10.0,15.0,25.0,15.0,15.0,20.0,1,0,0,0,0,0
6361,412,6,384.0,1,412.0,412.0,0.14,1,5.0,4.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,75.0,5.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,0,0,0,0,0,0
3344,230,17,210.0,1,230.0,230.0,0.4,1,7.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,8.0,8.0,7.0,5.0,7.0,23.81,23.81,23.81,23.81,2.38,2.38,20.0,15.56,20.0,15.56,11.11,17.78,1,0,0,0,0,0
1592,108,9,84.0,1,108.0,108.0,0.76,0,6.0,5.0,4.0,8.0,3.0,7.0,2.0,7.0,8.0,9.0,8.0,8.0,5.0,10.0,20.0,35.0,20.0,0.0,15.0,30.0,30.0,30.0,5.0,0.0,5.0,0,0,0,0,0,0
5880,386,4,400.0,0,386.0,386.0,0.03,1,7.0,4.0,7.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,6.0,15.0,10.0,30.0,10.0,15.0,20.0,70.0,5.0,20.0,3.0,1.0,1.0,1,0,0,0,0,0
5862,385,5,401.0,0,385.0,385.0,0.73,1,5.0,7.0,8.0,8.0,6.0,8.0,6.0,7.0,8.0,9.0,8.0,9.0,6.0,25.0,20.0,20.0,20.0,10.0,5.0,35.0,0.0,25.0,20.0,0.0,20.0,1,0,0,0,0,0
2480,181,3,186.0,0,181.0,181.0,0.44,0,5.0,4.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,7.0,9.0,7.0,15.38,19.23,19.23,17.31,17.31,11.54,19.44,19.44,22.22,16.67,11.11,11.11,0,0,0,0,0,0
2983,212,16,229.0,0,212.0,212.0,0.04,0,5.0,5.0,7.0,9.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0,9.0,7.0,14.29,18.37,18.37,16.33,18.37,14.29,21.43,16.67,21.43,16.67,11.9,11.9,0,0,0,0,0,0
6844,460,5,458.0,1,460.0,460.0,0.02,0,4.0,8.0,8.0,8.0,7.0,9.0,7.0,7.0,8.0,9.0,8.0,10.0,6.0,20.0,10.0,20.0,15.0,15.0,20.0,50.0,5.0,25.0,20.0,0.0,0.0,0,0,0,0,0,0
7641,519,12,542.0,0,519.0,519.0,-0.25,0,4.0,6.0,8.0,10.0,9.0,9.0,10.0,5.0,4.0,3.0,2.0,1.0,6.0,40.0,5.0,30.0,15.0,5.0,5.0,25.0,15.0,20.0,20.0,10.0,10.0,1,0,0,0,0,0
7527,514,8,538.0,0,514.0,514.0,-0.06,1,4.0,7.0,8.0,10.0,8.0,9.0,7.0,7.0,7.0,7.0,7.0,10.0,5.0,20.0,20.0,20.0,15.0,5.0,20.0,50.0,0.0,10.0,30.0,0.0,10.0,1,0,0,0,0,0
264,25,1,40.0,0,25.0,25.0,-0.12,0,5.0,5.0,7.0,9.0,7.0,8.0,6.0,7.0,8.0,9.0,6.0,8.0,5.0,20.0,20.0,15.0,15.0,15.0,15.0,25.0,20.0,25.0,20.0,10.0,0.0,0,0,0,0,0,0
7833,528,6,536.0,0,528.0,528.0,-0.54,0,6.0,4.0,9.0,6.0,8.0,8.0,8.0,1.0,2.0,3.0,2.0,2.0,1.0,40.0,10.0,30.0,10.0,10.0,16.666666666666668,30.0,20.0,20.0,20.0,10.0,0.0,1,0,0,0,0,0
7602,517,17,547.0,0,517.0,517.0,0.49,0,5.0,3.0,8.0,9.0,7.0,9.0,7.0,6.0,5.0,8.0,5.0,5.0,7.0,15.0,20.0,20.0,20.0,5.0,10.0,25.0,20.0,20.0,20.0,0.0,15.0,0,0,0,1,0,0
6692,442,9,438.0,1,442.0,442.0,0.36,1,6.0,6.0,7.0,9.0,8.0,8.0,9.0,7.0,4.0,5.0,4.0,4.0,0.0,40.0,10.0,0.0,45.0,0.0,5.0,14.0,15.0,16.0,17.0,18.0,20.0,0,0,1,0,0,0
2618,194,11,224.0,0,194.0,194.0,0.19,1,3.0,7.0,9.0,10.0,8.0,10.0,10.0,7.0,9.0,10.0,8.0,9.0,9.0,16.0,16.0,20.0,16.0,18.0,14.0,17.24,17.24,17.24,17.24,13.79,17.24,0,1,0,0,0,0
8021,536,18,526.0,1,536.0,536.0,0.41,0,5.0,8.0,7.0,8.0,8.0,8.0,8.0,4.0,8.0,4.0,5.0,5.0,3.0,30.0,20.0,20.0,20.0,10.0,0.0,10.0,10.0,30.0,20.0,10.0,15.0,0,0,0,0,0,0
5271,354,14,374.0,0,354.0,354.0,0.54,0,6.0,7.0,7.0,7.0,10.0,8.0,8.0,6.0,7.0,7.0,7.0,7.0,6.0,20.0,10.0,20.0,20.0,20.0,10.0,50.0,10.0,10.0,10.0,5.0,15.0,0,0,0,0,0,0
8239,546,16,524.0,1,546.0,546.0,0.02,0,4.0,8.0,9.0,8.0,10.0,8.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,35.0,10.0,20.0,25.0,5.0,5.0,15.0,20.0,25.0,20.0,10.0,10.0,1,0,0,0,0,0
1169,84,18,111.0,0,84.0,84.0,0.43,0,4.0,7.0,7.0,9.0,7.0,8.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,30.0,30.0,30.0,5.0,0.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,1,0,0,0,0,0
2826,204,19,232.0,0,204.0,204.0,0.23,1,5.0,4.0,9.0,5.0,9.0,10.0,10.0,6.0,8.0,8.0,5.0,6.0,6.0,19.61,15.69,17.65,15.69,17.65,13.73,17.78,17.78,17.78,17.78,13.33,15.56,0,1,0,0,0,0
2656,196,9,222.0,0,196.0,196.0,0.5,0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,2.0,6.0,4.0,2.0,1.0,2.0,17.65,17.65,17.65,15.69,15.69,15.69,9.52,19.05,23.81,19.05,4.76,23.81,0,0,0,0,0,0
6749,448,6,435.0,1,448.0,448.0,0.73,0,2.0,3.0,8.0,9.0,8.0,9.0,10.0,5.0,7.0,8.0,6.0,6.0,7.0,25.0,15.0,25.0,25.0,5.0,5.0,25.0,5.0,20.0,25.0,15.0,10.0,0,0,0,0,0,0
4030,273,20,271.0,1,273.0,273.0,0.37,1,5.0,5.0,7.0,10.0,5.0,7.0,7.0,7.0,6.0,5.0,6.0,4.0,4.0,30.0,25.0,18.0,18.0,4.0,5.0,10.0,15.0,40.0,15.0,10.0,10.0,1,0,0,0,0,0
944,69,7,62.0,1,69.0,69.0,0.31,0,6.0,3.0,5.0,9.0,5.0,8.0,8.0,8.0,6.0,8.0,6.0,7.0,6.0,50.0,10.0,30.0,10.0,0.0,0.0,30.0,10.0,20.0,20.0,10.0,10.0,0,0,0,0,1,0
3194,223,7,200.0,1,223.0,223.0,0.18,1,4.0,7.0,7.0,8.0,7.0,9.0,6.0,8.0,9.0,8.0,8.0,7.0,6.0,17.39,17.39,19.57,19.57,10.87,15.22,13.21,18.87,18.87,16.98,16.98,15.09,1,0,0,0,0,0
5647,374,4,344.0,1,374.0,374.0,0.52,0,4.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,4.0,5.0,6.0,4.0,5.0,50.0,10.0,10.0,10.0,5.0,15.0,15.0,15.0,15.0,20.0,20.0,15.0,1,0,0,0,0,0
733,52,2,22.0,1,52.0,52.0,0.03,0,4.0,5.0,5.0,8.0,6.0,8.0,7.0,4.0,6.0,7.0,6.0,5.0,5.0,15.0,20.0,15.0,30.0,5.0,15.0,20.0,20.0,20.0,10.0,10.0,20.0,0,0,0,0,0,0
5830,383,11,407.0,0,383.0,383.0,0.51,1,6.0,4.0,7.0,9.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,7.0,6.0,25.0,20.0,10.0,20.0,15.0,10.0,30.0,15.0,15.0,15.0,15.0,10.0,0,1,0,0,0,0
1963,146,4,161.0,0,146.0,146.0,-0.15,1,7.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,7.0,6.0,18.18,18.18,18.18,18.18,13.64,13.64,16.67,18.75,18.75,18.75,18.75,8.33,0,0,1,0,0,0
6915,468,10,490.0,0,468.0,468.0,0.65,0,6.0,4.0,8.0,9.0,6.0,8.0,8.0,3.0,8.0,8.0,4.0,8.0,8.0,15.0,25.0,15.0,15.0,15.0,15.0,30.0,15.0,20.0,10.0,10.0,15.0,0,0,0,0,0,0
518,40,15,35.0,1,40.0,40.0,-0.25,0,7.0,3.0,3.0,10.0,8.0,9.0,5.0,5.0,6.0,6.0,5.0,7.0,3.0,25.0,20.0,25.0,20.0,10.0,0.0,20.0,23.0,23.0,22.0,7.0,5.0,1,0,0,0,0,0
214,21,15,54.0,0,21.0,21.0,-0.2,0,7.0,5.0,5.0,9.0,7.0,9.0,10.0,6.0,8.0,7.0,6.0,8.0,2.0,12.0,18.0,20.0,16.0,16.0,18.0,40.0,20.0,20.0,20.0,0.0,0.0,0,0,0,0,1,0
3811,263,11,283.0,0,263.0,263.0,-0.27,0,6.0,1.0,8.0,8.0,8.0,8.0,5.0,8.0,10.0,9.0,9.0,9.0,5.0,20.0,20.0,20.0,10.0,20.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0
5853,384,15,411.0,0,384.0,384.0,0.26,1,5.0,8.0,8.0,8.0,9.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,7.0,20.0,20.0,20.0,20.0,20.0,0.0,35.0,15.0,15.0,25.0,10.0,0.0,1,0,0,0,0,0
6723,445,10,439.0,1,445.0,445.0,0.48,1,5.0,5.0,9.0,8.0,7.0,10.0,7.0,9.0,5.0,6.0,7.0,7.0,4.0,40.0,12.0,18.0,12.0,6.0,12.0,20.0,10.0,50.0,5.0,10.0,5.0,1,0,0,0,0,0
1259,89,18,111.0,0,89.0,89.0,0.08,0,7.0,5.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,10.0,9.0,9.0,6.0,25.0,15.0,20.0,20.0,20.0,0.0,20.0,20.0,20.0,20.0,10.0,10.0,0,0,0,0,0,0
7399,507,2,497.0,1,507.0,507.0,-0.06,0,7.0,5.0,7.0,8.0,7.0,8.0,7.0,4.0,7.0,9.0,5.0,8.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,10.0,20.0,20.0,20.0,20.0,10.0,0,0,0,1,0,0
1692,115,7,128.0,0,115.0,115.0,-0.13,1,5.0,3.0,8.0,7.0,8.0,9.0,8.0,9.0,10.0,9.0,8.0,8.0,7.0,20.0,10.0,30.0,20.0,15.0,5.0,40.0,15.0,10.0,20.0,10.0,5.0,0,0,0,0,0,0
1087,80,8,101.0,0,80.0,80.0,-0.35,1,5.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,7.0,6.0,8.0,6.0,10.0,20.0,20.0,10.0,20.0,20.0,40.0,8.0,10.0,12.0,10.0,20.0,0,0,0,0,0,0
1097,80,18,111.0,0,80.0,80.0,0.07,1,5.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,9.0,8.0,8.0,9.0,8.0,10.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0,0,0,0,0,0,0
955,70,8,63.0,1,70.0,70.0,0.63,0,2.0,3.0,8.0,6.0,8.0,9.0,6.0,5.0,7.0,9.0,7.0,5.0,4.0,25.0,10.0,20.0,20.0,15.0,10.0,5.0,15.0,45.0,25.0,0.0,10.0,0,0,0,1,0,0
4101,277,7,258.0,1,277.0,277.0,0.58,0,7.0,5.0,4.0,8.0,8.0,8.0,5.0,8.0,7.0,8.0,8.0,7.0,6.0,60.0,20.0,0.0,20.0,0.0,0.0,7.0,35.0,20.0,20.0,5.0,13.0,0,0,0,0,0,0
1746,122,1,112.0,1,122.0,122.0,-0.29,1,3.0,6.0,7.0,10.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,40.0,15.0,10.0,20.0,5.0,10.0,15.0,15.0,20.0,25.0,10.0,15.0,0,0,0,0,0,0
1689,115,4,125.0,0,115.0,115.0,0.71,1,5.0,3.0,8.0,7.0,8.0,9.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,30.0,20.0,15.0,5.0,20.0,15.0,20.0,15.0,12.0,18.0,0,0,0,0,0,0
300,27,5,44.0,0,27.0,27.0,0.44,0,6.0,5.0,6.0,6.0,7.0,7.0,7.0,1.0,3.0,4.0,2.0,2.0,1.0,17.0,10.0,18.0,20.0,25.0,10.0,25.0,15.0,25.0,25.0,15.0,15.0,0,0,0,0,0,0
6887,466,12,492.0,0,466.0,466.0,0.16,0,7.0,5.0,7.0,9.0,7.0,8.0,8.0,7.0,6.0,8.0,5.0,7.0,1.0,10.0,20.0,20.0,15.0,20.0,15.0,30.0,0.0,30.0,30.0,10.0,0.0,0,0,0,0,1,0
6937,470,2,482.0,0,470.0,470.0,0.15,0,4.0,4.0,4.0,9.0,5.0,8.0,6.0,2.0,8.0,9.0,7.0,6.0,6.0,10.0,20.0,25.0,25.0,10.0,10.0,20.0,10.0,22.0,20.0,15.0,13.0,0,0,0,0,0,0
4132,278,17,268.0,1,278.0,278.0,-0.07,0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,5.0,7.0,7.0,7.0,6.0,25.0,15.0,20.0,25.0,10.0,5.0,30.0,20.0,20.0,10.0,15.0,5.0,0,0,0,0,0,0
